332,185,0.4595036804676056,0.4326881170272827,0.09031028300523758
332,198,0.5231447815895081,0.43292176723480225,0.10697950422763824
332,215,0.5948224067687988,0.4335455596446991,0.13715863227844238
331,219,0.6476935744285583,0.4267537593841553,0.11557166278362274
331,227,0.6753523945808411,0.45337820053100586,0.0784030482172966
330,237,0.6890658140182495,0.4602741301059723,0.03442816436290741
330,247,0.7010576128959656,0.4512979984283447,0.006409029942005873
332,267,0.7343302965164185,0.45731180906295776,-0.004786693956702948
334,277,0.7610998749732971,0.4692808985710144,-0.010537180118262768
333,283,0.7856707572937012,0.4813033640384674,-0.014990713447332382
332,291,0.8122681379318237,0.48082461953163147,-0.013242743909358978
332,297,0.8431930541992188,0.48441189527511597,-0.012368196621537209
331,307,0.8905254602432251,0.49235671758651733,0.003642421215772629
